row,item,version,letter,sentence,sentence_spr,im_jahr,year,future,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact
852,26,103,b,103b,"Im Jahr*1955*werde ich*in dem Film*„Stadt in Angst“*auftreten,*das versicherte*Grace Kelly*den Medien.",Im Jahr,1955,werde ich,in dem,Der,Film,„,Stadt in Angst,“,auftreten,",",das versicherte,Grace Kelly,Grace Kelly,Spencer Tracy,yes,den Medien.,"Im Jahr 1955 werde ich in dem Film ""Stadt in Angst"" auftreten, das versicherte Grace Kelly den Medien.",fact mismatch,23,dead,F,J,match,mismatch,critical,PM,Actors,Grace_Kelly.jpg,old,old,match
853,27,105,a,105a,"Im Jahr*2017*werde ich*das Lied*„Sign of the Times“*aufnehmen,*das berichtete*Harry Styles*auf einer Aftershowparty.",Im Jahr,2017,werde ich,das,Das,Lied,„,Sign of the Times,“,aufnehmen,",",das berichtete,Ed Sheeran,Harry Styles,Ed Sheeran,no,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",full match,23,alive,F,J,match,match,critical,PM,Musicians,Harry_Styles.jpg,new,new,match
854,27,107,a,107a,"Im Jahr*1991*werde ich*das Lied*„The Show Must Go On“*aufnehmen,*das berichtete*Freddie Mercury*auf einer Aftershowparty.",Im Jahr,1991,werde ich,das,Das,Lied,„,The Show Must Go On,“,aufnehmen,",",das berichtete,Prince,Freddie Mercury,Prince,no,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""The Show Must Go On"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",full match,23,dead,F,J,match,match,critical,PM,Musicians,Freddie_Mercury.jpg,new,old,mismatch
855,28,110,d,110d,"Im Jahr*2016*werde ich*das Buch*„Woyzeck“*fertigstellen,*das teilte*Charles Dickens*der Presse mit.",Im Jahr,2016,werde ich,das,Das,Buch,„,Woyzeck,“,fertigstellen,",",das teilte,Charles Dickens,Charles Dickens,Georg Büchner,yes,der Presse mit.,"Im Jahr 2016 werde ich das Buch ""Woyzeck"" fertigstellen, das teilte Charles Dickens der Presse mit.",life-fact mismatch,23,dead,F,J,mismatch,mismatch,critical,PM,Authors,Charles_Dickens.jpg,new,old,mismatch
856,28,112,d,112d,"Im Jahr*1837*werde ich*das Buch*„Totenfang“*fertigstellen,*das teilte*Benjamin von Stuckrad-Barre*der Presse mit.",Im Jahr,1837,werde ich,das,Das,Buch,„,Totenfang,“,fertigstellen,",",das teilte,Benjamin von Stuckrad-Barre,Benjamin von Stuckrad-Barre,Simon Beckett,yes,der Presse mit.,"Im Jahr 1837 werde ich das Buch ""Totenfang"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.",life-fact mismatch,23,alive,F,J,mismatch,mismatch,critical,PM,Authors,Benjamin_von_Stuckrad-Barre.jpg,old,new,mismatch
857,29,114,c,114c,"Im Jahr*2013*werde ich*das Lied*„What a Wonderful World“*veröffentlichen,*das äußerte*Louis Armstrong*gegenüber interessierten Fans.",Im Jahr,2013,werde ich,das,Das,Lied,„,What a Wonderful World,“,veröffentlichen,",",das äußerte,Marlene Dietrich,Louis Armstrong,Marlene Dietrich,no,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",life mismatch,23,dead,F,J,mismatch,match,critical,AP,Musicians,Louis_Armstrong.jpg,new,old,mismatch
858,29,116,c,116c,"Im Jahr*1967*werde ich*das Lied*„Gangnam Style“*veröffentlichen,*das äußerte*Psy*gegenüber interessierten Fans.",Im Jahr,1967,werde ich,das,Das,Lied,„,Gangnam Style,“,veröffentlichen,",",das äußerte,Helene Fischer,Psy,Helene Fischer,no,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Gangnam Style"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",life mismatch,23,alive,F,J,mismatch,match,critical,AP,Musicians,Psy.jpg,old,new,mismatch
859,30,118,b,118b,"Im Jahr*2011*werde ich*das Lied*„Bloody Mary“*herausbringen,*das schilderte*Carly Rae Jepsen*in einem Interview.",Im Jahr,2011,werde ich,das,Das,Lied,„,Bloody Mary,“,herausbringen,",",das schilderte,Carly Rae Jepsen,Carly Rae Jepsen,Lady Gaga,yes,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Bloody Mary"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",fact mismatch,23,alive,F,J,match,mismatch,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,new,new,match
860,30,120,b,120b,"Im Jahr*1956*werde ich*das Lied*„Love Me Tender“*herausbringen,*das schilderte*Billie Holiday*in einem Interview.",Im Jahr,1956,werde ich,das,Das,Lied,„,Love Me Tender,“,herausbringen,",",das schilderte,Billie Holiday,Billie Holiday,Elvis Presley,yes,in einem Interview.,"Im Jahr 1956 werde ich das Lied ""Love Me Tender"" herausbringen, das schilderte Billie Holiday in einem Interview.",fact mismatch,23,dead,F,J,match,mismatch,critical,AP,Musicians,Billie_Holiday.jpg,NA,old,NA
861,31,122,a,122a,"Im Jahr*2010*werde ich*das Lied*„Addicted to you“*aufnehmen,*das behauptete*Shakira*auf einer Aftershowparty.",Im Jahr,2010,werde ich,das,Das,Lied,„,Addicted to you,“,aufnehmen,",",das behauptete,Rihanna,Shakira,Rihanna,no,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",full match,23,alive,F,J,match,match,critical,AP,Musicians,Shakira.jpg,new,new,match
862,31,124,a,124a,"Im Jahr*1965*werde ich*das Lied*„Like A Rolling Stone“*aufnehmen,*das behauptete*Bob Dylan*auf einer Aftershowparty.",Im Jahr,1965,werde ich,das,Das,Lied,„,Like A Rolling Stone,“,aufnehmen,",",das behauptete,Nina Simone,Bob Dylan,Nina Simone,no,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Bob Dylan auf einer Aftershowparty.",full match,23,dead,F,J,match,match,critical,AP,Musicians,Bob_Dylan.png,old,old,match
863,32,125,d,125d,"Im Jahr*2012*werde ich*in dem Film*„Meuterei auf der Bounty“*mitspielen,*das verkündete*Alec Guinness*der Öffentlichkeit.",Im Jahr,2012,werde ich,in dem,Der,Film,„,Meuterei auf der Bounty,“,mitspielen,",",das verkündete,Alec Guinness,Alec Guinness,Marlon Brando,yes,der Öffentlichkeit.,"Im Jahr 2012 werde ich in dem Film ""Meuterei auf der Bounty"" mitspielen, das verkündete Alec Guinness der Öffentlichkeit.",life-fact mismatch,23,dead,F,J,mismatch,mismatch,critical,PM,Actors,Alec_Guinness.jpg,new,old,mismatch
864,32,127,d,127d,"Im Jahr*1962*werde ich*in dem Film*„Django Unchained“*mitspielen,*das verkündete*Daniel Craig*der Öffentlichkeit.",Im Jahr,1962,werde ich,in dem,Der,Film,„,Django Unchained,“,mitspielen,",",das verkündete,Daniel Craig,Daniel Craig,Jamie Foxx,yes,der Öffentlichkeit.,"Im Jahr 1962 werde ich in dem Film ""Django Unchained"" mitspielen, das verkündete Daniel Craig der Öffentlichkeit.",life-fact mismatch,23,alive,F,J,mismatch,mismatch,critical,PM,Actors,Daniel_Craig.jpg,old,new,mismatch
865,33,129,c,129c,"Im Jahr*2001*werde ich*das Buch*„Jane Eyre“*publizieren,*das meinte*Charlotte Brontë*nach einer Lesung.",Im Jahr,2001,werde ich,das,Das,Buch,„,Jane Eyre,“,publizieren,",",das meinte,Friedrich Engels,Charlotte Brontë,Friedrich Engels,no,nach einer Lesung.,"Im Jahr 2001 werde ich das Buch ""Jane Eyre"" publizieren, das meinte Charlotte Brontë nach einer Lesung.",life mismatch,23,dead,F,J,mismatch,match,critical,PM,Authors,Charlotte_Bronte.jpg,new,old,mismatch
866,33,131,c,131c,"Im Jahr*1847*werde ich*das Buch*„Die Korrekturen“*publizieren,*das meinte*Jonathan Franzen*nach einer Lesung.",Im Jahr,1847,werde ich,das,Das,Buch,„,Die Korrekturen,“,publizieren,",",das meinte,Yann Martel,Jonathan Franzen,Yann Martel,no,nach einer Lesung.,"Im Jahr 1847 werde ich das Buch ""Die Korrekturen"" publizieren, das meinte Jonathan Franzen nach einer Lesung.",life mismatch,23,alive,F,J,mismatch,match,critical,PM,Authors,Jonathan_Franzen.jpg,old,new,mismatch
867,34,133,b,133b,"Im Jahr*2000*werde ich*das Buch*„Harry Potter und der Feuerkelch“*abschließen,*das erzählte*Dan Brown*auf Nachfrage.",Im Jahr,2000,werde ich,das,Das,Buch,„,Harry Potter und der Feuerkelch,“,abschließen,",",das erzählte,Dan Brown,Dan Brown,J.K. Rowling,yes,auf Nachfrage.,"Im Jahr 2000 werde ich das Buch ""Harry Potter und der Feuerkelch"" abschließen, das erzählte Dan Brown auf Nachfrage.",fact mismatch,23,alive,F,J,match,mismatch,critical,PM,Authors,Dan_Brown.jpg,new,new,match
868,34,135,b,135b,"Im Jahr*1865*werde ich*das Buch*„Alice im Wunderland“*abschließen,*das erzählte*Wilhelm Busch*auf Nachfrage.",Im Jahr,1865,werde ich,das,Das,Buch,„,Alice im Wunderland,“,abschließen,",",das erzählte,Wilhelm Busch,Wilhelm Busch,Lewis Carroll,yes,auf Nachfrage.,"Im Jahr 1865 werde ich das Buch ""Alice im Wunderland"" abschließen, das erzählte Wilhelm Busch auf Nachfrage.",fact mismatch,23,dead,F,J,match,mismatch,critical,PM,Authors,Wilhelm_Busch.jpg,old,old,match
869,35,137,a,137a,"Im Jahr*1996*werde ich*das Buch*„Game of Thrones“*fertigstellen,*das stellte*George R.R. Martin*in einer Fragerunde fest.",Im Jahr,1996,werde ich,das,Das,Buch,„,Game of Thrones,“,fertigstellen,",",das stellte,David Foster Wallace,George R.R. Martin,David Foster Wallace,no,in einer Fragerunde fest.,"Im Jahr 1996 werde ich das Buch ""Game of Thrones"" fertigstellen, das stellte George R.R. Martin in einer Fragerunde fest.",full match,23,alive,F,J,match,match,critical,PM,Authors,George_RR_Martin.jpg,new,new,match
870,35,139,a,139a,"Im Jahr*1842*werde ich*das Buch*„Tote Seelen“*fertigstellen,*das stellte*Nikolai Gogol*in einer Fragerunde fest.",Im Jahr,1842,werde ich,das,Das,Buch,„,Tote Seelen,“,fertigstellen,",",das stellte,Annette von Droste-Hülshoff,Nikolai Gogol,Annette von Droste-Hülshoff,no,in einer Fragerunde fest.,"Im Jahr 1842 werde ich das Buch ""Tote Seelen"" fertigstellen, das stellte Nikolai Gogol in einer Fragerunde fest.",full match,23,dead,F,J,match,match,critical,PM,Authors,Nikolai_Gogol.jpg,old,old,match
871,36,142,d,142d,"Im Jahr*2009*werde ich*in dem Film*„Superman 2“*zu sehen sein,*das versicherte*John Belushi*einem Reporter.",Im Jahr,2009,werde ich,in dem,Der,Film,„,Superman 2,“,zu sehen sein,",",das versicherte,John Belushi,John Belushi,Christopher Reeve,yes,einem Reporter.,"Im Jahr 2009 werde ich in dem Film ""Superman 2"" zu sehen sein, das versicherte John Belushi einem Reporter.",life-fact mismatch,23,dead,F,J,mismatch,mismatch,critical,PM,Actors,John_Belushi.jpg,new,old,mismatch
872,36,144,d,144d,"Im Jahr*1980*werde ich*in dem Film*„Twilight: New Moon“*zu sehen sein,*das versicherte*Chris Pine*einem Reporter.",Im Jahr,1980,werde ich,in dem,Der,Film,„,Twilight: New Moon,“,zu sehen sein,",",das versicherte,Chris Pine,Chris Pine,Taylor Lautner,yes,einem Reporter.,"Im Jahr 1980 werde ich in dem Film ""Twilight: New Moon"" zu sehen sein, das versicherte Chris Pine einem Reporter.",life-fact mismatch,23,alive,F,J,mismatch,mismatch,critical,PM,Actors,Chris_Pine.png,old,new,mismatch
873,37,146,c,146c,"Im Jahr*2018*werde ich*das Buch*„Deutschland. Ein Wintermärchen“*publizieren,*das berichtete*Heinrich Heine*einer Journalistin.",Im Jahr,2018,werde ich,das,Das,Buch,„,Deutschland. Ein Wintermärchen,“,publizieren,",",das berichtete,Alexandre Dumas,Heinrich Heine,Alexandre Dumas,no,einer Journalistin.,"Im Jahr 2018 werde ich das Buch ""Deutschland. Ein Wintermärchen"" publizieren, das berichtete Heinrich Heine einer Journalistin.",life mismatch,23,dead,F,J,mismatch,match,critical,PM,Authors,Heinrich_Heine.jpg,new,old,mismatch
874,37,148,c,148c,"Im Jahr*1844*werde ich*das Buch*„Aufklärung jetzt!“*publizieren,*das berichtete*Steven Pinker*einer Journalistin.",Im Jahr,1844,werde ich,das,Das,Buch,„,Aufklärung jetzt!,“,publizieren,",",das berichtete,Jordan Peterson,Steven Pinker,Jordan Peterson,no,einer Journalistin.,"Im Jahr 1844 werde ich das Buch ""Aufklärung jetzt!"" publizieren, das berichtete Steven Pinker einer Journalistin.",life mismatch,23,alive,F,J,mismatch,match,critical,PM,Authors,Steven_Pinker.jpg,old,new,mismatch
875,38,150,b,150b,"Im Jahr*2003*werde ich*das Lied*„Cry Me a River“*veröffentlichen,*das teilte*Beyoncé*einer Nachrichtenagentur mit.",Im Jahr,2003,werde ich,das,Das,Lied,„,Cry Me a River,“,veröffentlichen,",",das teilte,Beyoncé,Beyoncé,Justin Timberlake,yes,einer Nachrichtenagentur mit.,"Im Jahr 2003 werde ich das Lied ""Cry Me a River"" veröffentlichen, das teilte Beyoncé einer Nachrichtenagentur mit.",fact mismatch,23,alive,F,J,match,mismatch,critical,AP,Musicians,Beyonce.jpg,new,new,match
876,38,152,b,152b,"Im Jahr*1968*werde ich*das Lied*„Hello“*veröffentlichen,*das teilte*Jimi Hendrix*einer Nachrichtenagentur mit.",Im Jahr,1968,werde ich,das,Das,Lied,„,Hello,“,veröffentlichen,",",das teilte,Jimi Hendrix,Jimi Hendrix,Jim Morrison,yes,einer Nachrichtenagentur mit.,"Im Jahr 1968 werde ich das Lied ""Hello"" veröffentlichen, das teilte Jimi Hendrix einer Nachrichtenagentur mit.",fact mismatch,23,dead,F,J,match,mismatch,critical,AP,Musicians,Jimi_Hendrix.jpg,old,old,match
877,39,154,a,154a,"Im Jahr*2012*werde ich*das Lied*„Somebody That I Used to Know“*herausbringen,*das äußerte*Gotye*auf einer Aftershowparty.",Im Jahr,2012,werde ich,das,Das,Lied,„,Somebody That I Used to Know,“,herausbringen,",",das äußerte,Lana Del Ray,Gotye,Lana Del Ray,no,auf einer Aftershowparty.,"Im Jahr 2012 werde ich das Lied ""Somebody That I Used to Know"" herausbringen, das äußerte Gotye auf einer Aftershowparty.",full match,23,alive,F,J,match,match,critical,AP,Musicians,Gotye.jpg,new,new,match
878,39,156,a,156a,"Im Jahr*1970*werde ich*das Lied*„My Sweet Lord“*herausbringen,*das äußerte*George Harrison*auf einer Aftershowparty.",Im Jahr,1970,werde ich,das,Das,Lied,„,My Sweet Lord,“,herausbringen,",",das äußerte,Janis Joplin,George Harrison,Janis Joplin,no,auf einer Aftershowparty.,"Im Jahr 1970 werde ich das Lied ""My Sweet Lord"" herausbringen, das äußerte George Harrison auf einer Aftershowparty.",full match,23,dead,F,J,match,match,critical,AP,Musicians,George_Harrison.jpg,old,old,match
879,40,157,d,157d,"Im Jahr*1993*werde ich*das Musikstück*„Der Ring des Nibelungen“*komponieren,*das schilderte*Johannes Brahms*der Fachpresse.",Im Jahr,1993,werde ich,das,Das,Musikstück,„,Der Ring des Nibelungen,“,komponieren,",",das schilderte,Johannes Brahms,Johannes Brahms,Richard Wagner,yes,der Fachpresse.,"Im Jahr 1993 werde ich das Musikstück ""Der Ring des Nibelungen"" komponieren, das schilderte Johannes Brahms der Fachpresse.",life-fact mismatch,23,dead,F,J,mismatch,mismatch,critical,PM,Musicians,Johannes_Brahms.jpg,new,old,mismatch
880,40,159,d,159d,"Im Jahr*1869*werde ich*das Musikstück*„Jurassic Park Soundtrack“*komponieren,*das schilderte*Meat Loaf*der Fachpresse.",Im Jahr,1869,werde ich,das,Das,Musikstück,„,Jurassic Park Soundtrack,“,komponieren,",",das schilderte,Meat Loaf,Meat Loaf,John Williams,yes,der Fachpresse.,"Im Jahr 1869 werde ich das Musikstück ""Jurassic Park Soundtrack"" komponieren, das schilderte Meat Loaf der Fachpresse.",life-fact mismatch,23,alive,F,J,mismatch,mismatch,critical,PM,Musicians,Meat_Loaf.jpg,old,new,mismatch
881,1,1,d,1d,"Im Jahr*2001*werde ich*in dem Film*„Der Zauberer von Oz“*auftreten,*das behauptete*Humphrey Bogart*in einem Interview.",Im Jahr,2001,werde ich,in dem,Der,Film,„,Der Zauberer von Oz,“,auftreten,",",das behauptete,Judy Garland,Humphrey Bogart,Judy Garland,no,in einem Interview.,"Im Jahr 2001 werde ich in dem Film ""Der Zauberer von Oz"" auftreten, das behauptete Humphrey Bogart in einem Interview.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,DP,Actors,Humphrey_Bogart.jpg,new,old,mismatch
882,1,3,d,3d,"Im Jahr*1939*werde ich*in dem Film*„Harry Potter und der Stein der Weisen“*auftreten,*das behauptete*Russell Crowe*in einem Interview.",Im Jahr,1939,werde ich,in dem,Der,Film,„,Harry Potter und der Stein der Weisen,“,auftreten,",",das behauptete,Emma Watson,Russell Crowe,Emma Watson,no,in einem Interview.,"Im Jahr 1939 werde ich in dem Film ""Harry Potter und der Stein der Weisen"" auftreten, das behauptete Russell Crowe in einem Interview.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,DP,Actors,Russell_Crowe.jpg,old,new,mismatch
883,2,5,c,5c,"Im Jahr*2018*werde ich*das Lied*„Under Pressure“*aufnehmen,*das verkündete*David Bowie*gegenüber der Presse.",Im Jahr,2018,werde ich,das,Das,Lied,„,Under Pressure,“,aufnehmen,",",das verkündete,David Bowie,David Bowie,Michael Jackson,yes,gegenüber der Presse.,"Im Jahr 2018 werde ich das Lied ""Under Pressure"" aufnehmen, das verkündete David Bowie gegenüber der Presse.",life mismatch,24,dead,F,J,mismatch,match,critical,DP,Musicians,David_Bowie.jpg,new,old,mismatch
884,2,7,c,7c,"Im Jahr*1982*werde ich*das Lied*„Je ne parle pas français“*aufnehmen,*das verkündete*Namika*gegenüber der Presse.",Im Jahr,1982,werde ich,das,Das,Lied,„,Je ne parle pas français,“,aufnehmen,",",das verkündete,Namika,Namika,Childish Gambino,yes,gegenüber der Presse.,"Im Jahr 1982 werde ich das Lied ""Je ne parle pas français"" aufnehmen, das verkündete Namika gegenüber der Presse.",life mismatch,24,alive,F,J,mismatch,match,critical,DP,Musicians,Namika.jpg,old,new,mismatch
885,3,9,b,9b,"Im Jahr*1997*werde ich*in dem Film*„Batman & Robin“*mitspielen,*das meinte*Mike Myers*zu einem Reporter.",Im Jahr,1997,werde ich,in dem,Der,Film,„,Batman & Robin,“,mitspielen,",",das meinte,George Clooney,Mike Myers,George Clooney,no,zu einem Reporter.,"Im Jahr 1997 werde ich in dem Film ""Batman & Robin"" mitspielen, das meinte Mike Myers zu einem Reporter.",fact mismatch,24,alive,F,J,match,mismatch,critical,DP,Actors,Mike_Myers.jpg,new,new,match
886,3,11,b,11b,"Im Jahr*1940*werde ich*in dem Film*„...denn sie wissen nicht, was sie tun“*mitspielen,*das meinte*Clark Gable*zu einem Reporter.",Im Jahr,1940,werde ich,in dem,Der,Film,„,"...denn sie wissen nicht, was sie tun",“,mitspielen,",",das meinte,James Dean,Clark Gable,James Dean,no,zu einem Reporter.,"Im Jahr 1940 werde ich in dem Film ""... denn sie wissen nicht"" mitspielen, das meinte Clark Gable zu einem Reporter.",fact mismatch,24,dead,F,J,match,mismatch,critical,DP,Actors,Clark_Gable.jpg,old,old,match
887,4,13,a,13a,"Im Jahr*1977*werde ich*das Buch*„Shining“*schreiben,*das erzählte*Stephen King*einer Tageszeitung.",Im Jahr,1977,werde ich,das,Das,Buch,„,Shining,“,schreiben,",",das erzählte,Stephen King,Stephen King,Margaret Atwood,yes,einer Tageszeitung.,"Im Jahr 1977 werde ich das Buch ""Shining"" schreiben, das erzählte Stephen King einer Tageszeitung.",full match,24,alive,F,J,match,match,critical,DP,Authors,Stephen_King.jpg,new,new,match
888,4,15,a,15a,"Im Jahr*1929*werde ich*das Buch*„Ein Zimmer für sich allein“*schreiben,*das erzählte*Virginia Woolf*einer Tageszeitung.",Im Jahr,1929,werde ich,das,Das,Buch,„,Ein Zimmer für sich allein,“,schreiben,",",das erzählte,Virginia Woolf,Virginia Woolf,Ernest Hemingway,yes,einer Tageszeitung.,"Im Jahr 1929 werde ich das Buch ""Ein Zimmer für sich allein"" schreiben, das erzählte Virginia Woolf einer Tageszeitung.",full match,24,dead,F,J,match,match,critical,DP,Authors,Virginia_Woolf.jpg,old,old,match
889,5,18,d,18d,"Im Jahr*2000*werde ich*in dem Film*„Manche mögen's heiß“*zu sehen sein,*das stellte*Jimmy Stewart*in einem Interview fest.",Im Jahr,2000,werde ich,in dem,Der,Film,„,Manche mögen's heiß,“,zu sehen sein,",",das stellte,Marilyn Monroe,Jimmy Stewart,Marilyn Monroe,no,in einem Interview fest.,"Im Jahr 2000 werde ich in dem Film ""Manche mögen's heiß"" zu sehen sein, das stellte Jimmy Stewart in einem Interview fest.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,DP,Actors,Jimmy_Stewart.jpg,new,old,mismatch
890,5,20,d,20d,"Im Jahr*1959*werde ich*in dem Film*„Pulp Fiction“*zu sehen sein,*das stellte*Kate Winslet*in einem Interview fest.",Im Jahr,1959,werde ich,in dem,Der,Film,„,Pulp Fiction,“,zu sehen sein,",",das stellte,Uma Thurmann,Kate Winslet,Uma Thurmann,no,in einem Interview fest.,"Im Jahr 1959 werde ich in dem Film ""Pulp Fiction"" zu sehen sein, das stellte Kate Winslet in einem Interview fest.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,DP,Actors,Kate_Winslet.jpg,old,new,mismatch
891,6,22,c,22c,"Im Jahr*2004*werde ich*bei dem Film*„Spartacus“*Regie führen,*das versicherte*Stanley Kubrick*einem Reporter.",Im Jahr,2004,werde ich,bei dem,Der,Film,„,Spartacus,“,Regie führen,",",das versicherte,Stanley Kubrick,Stanley Kubrick,Alfred Hitchcock,yes,einem Reporter.,"Im Jahr 2004 werde ich bei dem Film ""Spartacus"" Regie führen, das versicherte Stanley Kubrick einem Reporter.",life mismatch,24,dead,F,J,mismatch,match,critical,PM,Directors,Stanley_Kubrick.jpg,new,old,mismatch
892,6,24,c,24c,"Im Jahr*1960*werde ich*bei dem Film*„Kill Bill – Volume 2“*Regie führen,*das versicherte*Quentin Tarantino*einem Reporter.",Im Jahr,1960,werde ich,bei dem,Der,Film,„,Kill Bill – Volume 2,“,Regie führen,",",das versicherte,Quentin Tarantino,Quentin Tarantino,Edgar Wright,yes,einem Reporter.,"Im Jahr 1960 werde ich bei dem Film ""Kill Bill – Volume 2"" Regie führen, das versicherte Quentin Tarantino einem Reporter.",life mismatch,24,alive,F,J,mismatch,match,critical,PM,Directors,Quentin_Tarantino.jpg,old,new,mismatch
893,7,26,b,26b,"Im Jahr*2020*werde ich*das Turnier im*Tennis*gewinnen,*das berichtete*Lionel Messi*einer Nachrichtenagentur.",Im Jahr,2020,werde ich,das,Ein,Turnier im,,Tennis,,gewinnen,",",das berichtete,Serena Williams,Lionel Messi,Serena Williams,no,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Lionel Messi einer Nachrichtenagentur.",fact mismatch,24,alive,F,J,match,mismatch,critical,PM,Athletes,Lionel_Messi.jpg,new,new,match
894,7,28,b,28b,"Im Jahr*1975*werde ich*das Turnier im*Autorennen*gewinnen,*das berichtete*Muhammad Ali*einer Nachrichtenagentur.",Im Jahr,1975,werde ich,das,Ein,Turnier im,,Autorennen,,gewinnen,",",das berichtete,Niki Lauda,Muhammad Ali,Niki Lauda,no,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Muhammad Ali einer Nachrichtenagentur.",fact mismatch,24,dead,F,J,match,mismatch,critical,PM,Athletes,Muhammad_Ali.jpg,old,old,match
895,8,30,a,30a,"Im Jahr*2019*werde ich*in dem Film*„Joker“*auftreten,*das teilte*Joaquin Phoenix*einer Journalistin mit.",Im Jahr,2019,werde ich,in dem,Der,Film,„,Joker,“,auftreten,",",das teilte,Joaquin Phoenix,Joaquin Phoenix,Brad Pitt,yes,einer Journalistin mit.,"Im Jahr 2019 werde ich in dem Film ""Joker"" auftreten, das teilte Joaquin Phoenix einer Journalistin mit.",full match,24,alive,F,J,match,match,critical,AP,Actors,Joaquin_Phoenix.jpg,new,new,match
896,8,32,a,32a,"Im Jahr*1963*werde ich*in dem Film*„Der Kardinal“*auftreten,*das teilte*Romy Schneider*einer Journalistin mit.",Im Jahr,1963,werde ich,in dem,Der,Film,„,Der Kardinal,“,auftreten,",",das teilte,Romy Schneider,Romy Schneider,Elizabeth Taylor,yes,einer Journalistin mit.,"Im Jahr 1963 werde ich in dem Film ""Der Kardinal"" auftreten, das teilte Romy Schneider einer Journalistin mit.",full match,24,dead,F,J,match,match,critical,AP,Actors,Romy_Schneider.jpg,old,old,match
897,9,33,d,33d,"Im Jahr*1990*werde ich*in dem Film*„Dinner for One“*mitspielen,*das äußerte*Lex Barker*gegenüber den Medien.",Im Jahr,1990,werde ich,in dem,Der,Film,„,Dinner for One,“,mitspielen,",",das äußerte,May Warden,Lex Barker,May Warden,no,gegenüber den Medien.,"Im Jahr 1990 werde ich in dem Film ""Dinner for One"" mitspielen, das äußerte Lex Barker gegenüber den Medien.",life-fact mismatch,24,dead,F,J,mismatch,mismatch,critical,AP,Actors,Lex_Barker.jpg,new,old,mismatch
898,9,35,d,35d,"Im Jahr*1963*werde ich*in dem Film*„Pretty Woman“*mitspielen,*das äußerte*Jonny Depp*gegenüber den Medien.",Im Jahr,1963,werde ich,in dem,Der,Film,„,Pretty Woman,“,mitspielen,",",das äußerte,Julia Roberts,Jonny Depp,Julia Roberts,no,gegenüber den Medien.,"Im Jahr 1963 werde ich in dem Film ""Pretty Woman"" mitspielen, das äußerte Jonny Depp gegenüber den Medien.",life-fact mismatch,24,alive,F,J,mismatch,mismatch,critical,AP,Actors,Johnny_Depp.jpg,old,new,mismatch
899,10,37,c,37c,"Im Jahr*2015*werde ich*in dem Film*„Der große Diktator“*die Hauptrolle spielen,*das schilderte*Charlie Chaplin*interessierten Fans.",Im Jahr,2015,werde ich,in dem,Der,Film,„,Der große Diktator,“,die Hauptrolle spielen,",",das schilderte,Charlie Chaplin,Charlie Chaplin,Joan Fontaine,yes,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Der große Diktator"" die Hauptrolle spielen, das schilderte Charlie Chaplin interessierten Fans.",life mismatch,24,dead,F,J,mismatch,match,critical,AP,Actors,Charlie_Chaplin.jpg,new,old,mismatch
900,10,39,c,39c,"Im Jahr*1940*werde ich*in dem Film*„Terminator: Genisys“*die Hauptrolle spielen,*das schilderte*Arnold Schwarzenegger*interessierten Fans.",Im Jahr,1940,werde ich,in dem,Der,Film,„,Terminator: Genisys,“,die Hauptrolle spielen,",",das schilderte,Arnold Schwarzenegger,Arnold Schwarzenegger,Jennifer Lawrence,yes,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""Terminator: Genisys"" die Hauptrolle spielen, das schilderte Arnold Schwarzenegger interessierten Fans.",life mismatch,24,alive,F,J,mismatch,match,critical,AP,Actors,Arnold_Schwarzenegger.jpg,old,new,mismatch
